Date,Energie cumule (kWh),Energie par periode (kWh),Puissance moyenne (kW)
2024-02-14 02:30:00,375091,4,6
2024-02-14 03:10:00,375093,2,3
2024-02-14 03:50:00,375096,3,4.5
2024-02-14 04:30:00,375099,3,4.5
2024-02-14 05:10:00,375100,1,1.5
2024-02-14 05:50:00,375103,3,4.5
2024-02-14 06:30:00,375106,3,4.5
2024-02-14 07:10:00,375110,4,6
2024-02-14 07:50:00,375116,6,9
2024-02-14 08:30:00,375123,7,10.5
2024-02-14 09:10:00,375128,5,7.5
2024-02-14 09:50:00,375136,8,12
2024-02-14 10:30:00,375145,9,13.5
2024-02-14 11:10:00,375152,7,10.5
2024-02-14 11:50:00,375162,10,15
2024-02-14 12:30:00,375173,11,16.5
2024-02-14 13:10:00,375179,6,9
2024-02-14 13:50:00,375188,9,13.5
2024-02-14 14:30:00,375197,9,13.5
2024-02-14 15:10:00,375204,7,10.5
2024-02-14 15:50:00,375213,9,13.5
2024-02-14 16:30:00,375220,7,10.5
2024-02-14 17:10:00,375230,10,15
2024-02-14 17:50:00,375239,9,13.5
2024-02-14 18:30:00,375246,7,10.5
2024-02-14 19:10:00,375254,8,12
2024-02-14 19:50:00,375261,7,10.5
2024-02-14 20:30:00,375265,4,6
2024-02-14 21:10:00,375268,3,4.5
2024-02-14 21:50:00,375270,2,3
2024-02-14 22:30:00,375272,2,3
2024-02-14 23:10:00,375274,2,3
2024-02-14 23:50:00,375275,1,1.5
2024-02-15 00:30:00,375278,3,4.5
2024-02-15 01:10:00,375284,6,9
2024-02-15 01:50:00,375291,7,10.5
2024-02-15 02:30:00,375295,4,6
2024-02-15 03:10:00,375297,2,3
2024-02-15 03:50:00,375301,4,6
2024-02-15 04:30:00,375303,2,3
2024-02-15 05:10:00,375305,2,3
2024-02-15 05:50:00,375307,2,3
2024-02-15 06:30:00,375310,3,4.5
2024-02-15 07:10:00,375313,3,4.5
2024-02-15 07:50:00,375318,5,7.5
2024-02-15 08:30:00,375326,8,12
2024-02-15 09:10:00,375332,6,9
2024-02-15 09:50:00,375342,10,15
2024-02-15 10:30:00,375353,11,16.5
2024-02-15 11:10:00,375362,9,13.5
2024-02-15 11:50:00,375375,13,19.5
2024-02-15 12:30:00,375388,13,19.5
2024-02-15 13:10:00,375397,9,13.5
2024-02-15 13:50:00,375410,13,19.5
2024-02-15 14:30:00,375423,13,19.5
2024-02-15 15:10:00,375432,9,13.5
2024-02-15 15:50:00,375447,15,22.5
2024-02-15 16:30:00,375457,10,15
2024-02-15 17:10:00,375473,16,24
2024-02-15 17:50:00,375487,14,21
2024-02-15 18:30:00,375495,8,12
2024-02-15 19:10:00,375506,11,16.5
2024-02-15 19:50:00,375517,11,16.5
2024-02-15 20:30:00,375524,7,10.5
2024-02-15 21:10:00,375531,7,10.5
2024-02-15 21:50:00,375536,5,7.5
2024-02-15 22:30:00,375538,2,3
2024-02-15 23:10:00,375541,3,4.5
2024-02-15 23:50:00,375544,3,4.5
2024-02-16 00:30:00,375547,3,4.5
2024-02-16 01:10:00,375555,8,12
2024-02-16 01:50:00,375563,8,12
2024-02-16 02:30:00,375570,7,10.5
2024-02-16 03:10:00,375574,4,6
2024-02-16 03:50:00,375578,4,6
2024-02-16 04:30:00,375581,3,4.5
2024-02-16 05:10:00,375583,2,3
2024-02-16 05:50:00,375587,4,6
2024-02-16 06:30:00,375591,4,6
2024-02-16 07:10:00,375595,4,6
2024-02-16 07:50:00,375602,7,10.5
2024-02-16 08:30:00,375612,10,15
2024-02-16 09:10:00,375620,8,12
2024-02-16 09:50:00,375637,17,25.5
2024-02-16 10:30:00,375653,16,24
2024-02-16 11:10:00,375665,12,18
2024-02-16 11:50:00,375682,17,25.5
2024-02-16 12:30:00,375699,17,25.5
2024-02-16 13:10:00,375708,9,13.5
2024-02-16 13:50:00,375721,13,19.5
2024-02-16 14:30:00,375734,13,19.5
2024-02-16 15:10:00,375741,7,10.5
2024-02-16 15:50:00,375752,11,16.5
2024-02-16 16:30:00,375762,10,15
2024-02-16 17:10:00,375769,7,10.5
2024-02-16 17:50:00,375778,9,13.5
2024-02-16 18:30:00,375784,6,9
2024-02-16 19:10:00,375791,7,10.5
2024-02-16 19:50:00,375797,6,9
2024-02-16 20:30:00,375801,4,6
2024-02-16 21:10:00,375805,4,6
2024-02-16 21:50:00,375809,4,6
2024-02-16 22:30:00,375810,1,1.5
2024-02-16 23:10:00,375813,3,4.5
2024-02-16 23:50:00,375815,2,3
2024-02-17 00:30:00,375817,2,3
2024-02-17 01:10:00,375822,5,7.5
2024-02-17 01:50:00,375827,5,7.5
2024-02-17 02:30:00,375831,4,6
2024-02-17 03:10:00,375832,1,1.5
2024-02-17 03:50:00,375836,4,6
2024-02-17 04:30:00,375839,3,4.5
2024-02-17 05:10:00,375842,3,4.5
2024-02-17 05:50:00,375846,4,6
2024-02-17 06:30:00,375849,3,4.5
2024-02-17 07:10:00,375851,2,3
2024-02-17 07:50:00,375854,3,4.5
2024-02-17 08:30:00,375856,2,3
2024-02-17 09:10:00,375858,2,3
2024-02-17 09:50:00,375860,2,3
2024-02-17 10:30:00,375863,3,4.5
2024-02-17 11:10:00,375864,1,1.5
2024-02-17 11:50:00,375867,3,4.5
2024-02-17 12:30:00,375869,2,3
2024-02-17 13:10:00,375871,2,3
2024-02-17 13:50:00,375873,2,3
2024-02-17 14:30:00,375875,2,3
2024-02-17 15:10:00,375877,2,3
2024-02-17 15:50:00,375879,2,3
2024-02-17 16:30:00,375882,3,4.5
2024-02-17 17:10:00,375884,2,3
2024-02-17 17:50:00,375886,2,3
2024-02-17 18:30:00,375888,2,3
2024-02-17 19:10:00,375891,3,4.5
2024-02-17 19:50:00,375893,2,3
2024-02-17 20:30:00,375895,2,3
2024-02-17 21:10:00,375898,3,4.5
2024-02-17 21:50:00,375900,2,3
2024-02-17 22:30:00,375902,2,3
2024-02-17 23:10:00,375904,2,3
2024-02-17 23:50:00,375907,3,4.5
2024-02-18 00:30:00,375909,2,3
2024-02-18 01:10:00,375914,5,7.5
2024-02-18 01:50:00,375921,7,10.5
2024-02-18 02:30:00,375926,5,7.5
2024-02-18 03:10:00,375928,2,3
2024-02-18 03:50:00,375933,5,7.5
2024-02-18 04:30:00,375937,4,6
2024-02-18 05:10:00,375940,3,4.5
2024-02-18 05:50:00,375945,5,7.5
2024-02-18 06:30:00,375949,4,6
2024-02-18 07:10:00,375950,1,1.5
2024-02-18 07:50:00,375953,3,4.5
2024-02-18 08:30:00,375956,3,4.5
2024-02-18 09:10:00,375958,2,3
2024-02-18 09:50:00,375960,2,3
2024-02-18 10:30:00,375963,3,4.5
2024-02-18 11:10:00,375965,2,3
2024-02-18 11:50:00,375968,3,4.5
2024-02-18 12:30:00,375971,3,4.5
2024-02-18 13:10:00,375973,2,3
2024-02-18 13:50:00,375976,3,4.5
2024-02-18 14:30:00,375978,2,3
2024-02-18 15:10:00,375980,2,3
2024-02-18 15:50:00,375983,3,4.5
2024-02-18 16:30:00,375987,4,6
2024-02-18 17:10:00,375989,2,3
2024-02-18 17:50:00,375991,2,3
2024-02-18 18:30:00,375993,2,3
2024-02-18 19:10:00,375996,3,4.5
2024-02-18 19:50:00,376000,4,6
2024-02-18 20:30:00,376003,3,4.5
2024-02-18 21:10:00,376008,5,7.5
2024-02-18 21:50:00,376011,3,4.5
2024-02-18 22:30:00,376014,3,4.5
2024-02-18 23:10:00,376017,3,4.5
2024-02-18 23:50:00,376021,4,6
2024-02-19 00:30:00,376025,4,6
2024-02-19 01:10:00,376034,9,13.5
2024-02-19 01:50:00,376042,8,12
2024-02-19 02:30:00,376050,8,12
2024-02-19 03:10:00,376054,4,6
2024-02-19 03:50:00,376060,6,9
2024-02-19 04:30:00,376064,4,6
2024-02-19 05:10:00,376066,2,3
2024-02-19 05:50:00,376070,4,6
2024-02-19 06:30:00,376075,5,7.5
2024-02-19 07:10:00,376078,3,4.5
2024-02-19 07:50:00,376083,5,7.5
2024-02-19 08:30:00,376088,5,7.5
2024-02-19 09:10:00,376091,3,4.5
2024-02-19 09:50:00,376095,4,6
2024-02-19 10:30:00,376100,5,7.5
2024-02-19 11:10:00,376103,3,4.5
2024-02-19 11:50:00,376107,4,6
2024-02-19 12:30:00,376111,4,6
2024-02-19 13:10:00,376113,2,3
2024-02-19 13:50:00,376117,4,6
2024-02-19 14:30:00,376121,4,6
2024-02-19 15:10:00,376125,4,6
2024-02-19 15:50:00,376130,5,7.5
2024-02-19 16:30:00,376135,5,7.5
2024-02-19 17:10:00,376139,4,6
2024-02-19 17:50:00,376144,5,7.5
2024-02-19 18:30:00,376148,4,6
2024-02-19 19:10:00,376152,4,6
2024-02-19 19:50:00,376156,4,6
2024-02-19 20:30:00,376158,2,3
2024-02-19 21:10:00,376161,3,4.5
2024-02-19 21:50:00,376164,3,4.5
2024-02-19 22:30:00,376166,2,3
2024-02-19 23:10:00,376168,2,3
2024-02-19 23:50:00,376171,3,4.5
2024-02-20 00:30:00,376174,3,4.5
2024-02-20 01:10:00,376181,7,10.5
2024-02-20 01:50:00,376187,6,9
2024-02-20 02:30:00,376192,5,7.5
2024-02-20 03:10:00,376195,3,4.5
2024-02-20 03:50:00,376199,4,6
2024-02-20 04:30:00,376202,3,4.5
2024-02-20 05:10:00,376204,2,3
2024-02-20 05:50:00,376207,3,4.5
2024-02-20 06:30:00,376211,4,6
2024-02-20 07:10:00,376215,4,6
2024-02-20 07:50:00,376220,5,7.5
2024-02-20 08:30:00,376225,5,7.5
2024-02-20 09:10:00,376228,3,4.5
2024-02-20 09:50:00,376232,4,6
2024-02-20 10:30:00,376236,4,6
2024-02-20 11:10:00,376240,4,6
2024-02-20 11:50:00,376245,5,7.5
2024-02-20 12:30:00,376250,5,7.5
2024-02-20 13:10:00,376253,3,4.5
2024-02-20 13:50:00,376258,5,7.5
2024-02-20 14:30:00,376264,6,9
2024-02-20 15:10:00,376267,3,4.5
2024-02-20 15:50:00,376271,4,6
2024-02-20 16:30:00,376275,4,6
2024-02-20 17:10:00,376278,3,4.5
2024-02-20 17:50:00,376283,5,7.5
2024-02-20 18:30:00,376286,3,4.5
2024-02-20 19:10:00,376290,4,6
2024-02-20 19:50:00,376294,4,6
2024-02-20 20:30:00,376297,3,4.5
2024-02-20 21:10:00,376301,4,6
2024-02-20 21:50:00,376305,4,6
2024-02-20 22:30:00,376307,2,3
2024-02-20 23:10:00,376312,5,7.5
2024-02-20 23:50:00,376316,4,6
2024-02-21 00:30:00,376320,4,6
2024-02-21 01:10:00,376328,8,12
2024-02-21 01:50:00,376335,7,10.5
2024-02-21 02:30:00,376341,6,9
2024-02-21 03:10:00,376344,3,4.5
2024-02-21 03:50:00,376348,4,6
2024-02-21 04:30:00,376351,3,4.5
2024-02-21 05:10:00,376353,2,3
2024-02-21 05:50:00,376356,3,4.5
2024-02-21 06:30:00,376359,3,4.5
2024-02-21 07:10:00,376362,3,4.5
2024-02-21 07:50:00,376369,7,10.5
2024-02-21 08:30:00,376375,6,9
2024-02-21 09:10:00,376379,4,6
2024-02-21 09:50:00,376385,6,9
2024-02-21 10:30:00,376392,7,10.5
2024-02-21 11:10:00,376395,3,4.5
2024-02-21 11:50:00,376400,5,7.5
2024-02-21 12:30:00,376405,5,7.5
2024-02-21 13:10:00,376408,3,4.5
2024-02-21 13:50:00,376413,5,7.5
2024-02-21 14:30:00,376417,4,6
2024-02-21 15:10:00,376420,3,4.5
2024-02-21 15:50:00,376425,5,7.5
2024-02-21 16:30:00,376428,3,4.5
2024-02-21 17:10:00,376432,4,6
2024-02-21 17:50:00,376437,5,7.5
2024-02-21 18:30:00,376440,3,4.5
2024-02-21 19:10:00,376445,5,7.5
2024-02-21 19:50:00,376449,4,6
2024-02-21 20:30:00,376452,3,4.5
2024-02-21 21:10:00,376456,4,6
2024-02-21 21:50:00,376459,3,4.5
2024-02-21 22:30:00,376460,1,1.5
2024-02-21 23:10:00,376463,3,4.5
2024-02-21 23:50:00,376466,3,4.5
2024-02-22 00:30:00,376469,3,4.5
2024-02-22 01:10:00,376476,7,10.5
2024-02-22 01:50:00,376482,6,9
2024-02-22 02:30:00,376487,5,7.5
2024-02-22 03:10:00,376490,3,4.5
2024-02-22 03:50:00,376495,5,7.5
2024-02-22 04:30:00,376497,2,3
2024-02-22 05:10:00,376499,2,3
2024-02-22 05:50:00,376502,3,4.5
2024-02-22 06:30:00,376505,3,4.5
2024-02-22 07:10:00,376508,3,4.5
2024-02-22 07:50:00,376513,5,7.5
2024-02-22 08:30:00,376517,4,6
2024-02-22 09:10:00,376520,3,4.5
2024-02-22 09:50:00,376524,4,6
2024-02-22 10:30:00,376530,6,9
2024-02-22 11:10:00,376533,3,4.5
2024-02-22 11:50:00,376538,5,7.5
2024-02-22 12:30:00,376543,5,7.5
2024-02-22 13:10:00,376546,3,4.5
2024-02-22 13:50:00,376550,4,6
2024-02-22 14:30:00,376554,4,6
2024-02-22 15:10:00,376558,4,6
2024-02-22 15:50:00,376563,5,7.5
2024-02-22 16:30:00,376565,2,3
2024-02-22 17:10:00,376569,4,6
2024-02-22 17:50:00,376573,4,6
2024-02-22 18:30:00,376576,3,4.5
2024-02-22 19:10:00,376580,4,6
2024-02-22 19:50:00,376583,3,4.5
2024-02-22 20:30:00,376585,2,3
2024-02-22 21:10:00,376587,2,3
2024-02-22 21:50:00,376590,3,4.5
2024-02-22 22:30:00,376591,1,1.5
2024-02-22 23:10:00,376594,3,4.5
2024-02-22 23:50:00,376596,2,3
2024-02-23 00:30:00,376599,3,4.5
2024-02-23 01:10:00,376606,7,10.5
2024-02-23 01:50:00,376611,5,7.5
2024-02-23 02:30:00,376613,2,3
2024-02-23 03:10:00,376615,2,3
2024-02-23 03:50:00,376618,3,4.5
2024-02-23 04:30:00,376620,2,3
2024-02-23 05:10:00,376622,2,3
2024-02-23 05:50:00,376625,3,4.5
2024-02-23 06:30:00,376628,3,4.5
2024-02-23 07:10:00,376630,2,3
2024-02-23 07:50:00,376635,5,7.5
2024-02-23 08:30:00,376640,5,7.5
2024-02-23 09:10:00,376643,3,4.5
2024-02-23 09:50:00,376646,3,4.5
2024-02-23 10:30:00,376649,3,4.5
2024-02-23 11:10:00,376651,2,3
2024-02-23 11:50:00,376653,2,3
2024-02-23 12:30:00,376656,3,4.5
2024-02-23 13:10:00,376658,2,3
2024-02-23 13:50:00,376660,2,3
2024-02-23 14:30:00,376663,3,4.5
2024-02-23 15:10:00,376665,2,3
2024-02-23 15:50:00,376667,2,3
2024-02-23 16:30:00,376670,3,4.5
2024-02-23 17:10:00,376672,2,3
2024-02-23 17:50:00,376675,3,4.5
2024-02-23 18:30:00,376677,2,3
2024-02-23 19:10:00,376680,3,4.5
2024-02-23 19:50:00,376682,2,3
2024-02-23 20:30:00,376684,2,3
2024-02-23 21:10:00,376687,3,4.5
2024-02-23 21:50:00,376690,3,4.5
2024-02-23 22:30:00,376692,2,3
2024-02-23 23:10:00,376694,2,3
2024-02-23 23:50:00,376697,3,4.5
2024-02-24 00:30:00,376700,3,4.5
2024-02-24 01:10:00,376704,4,6
2024-02-24 01:50:00,376709,5,7.5
2024-02-24 02:30:00,376714,5,7.5
2024-02-24 03:10:00,376717,3,4.5
2024-02-24 03:50:00,376722,5,7.5
2024-02-24 04:30:00,376727,5,7.5
2024-02-24 05:10:00,376729,2,3
2024-02-24 05:50:00,376731,2,3
2024-02-24 06:30:00,376734,3,4.5
2024-02-24 07:10:00,376736,2,3
2024-02-24 07:50:00,376739,3,4.5
2024-02-24 08:30:00,376742,3,4.5
2024-02-24 09:10:00,376743,1,1.5
2024-02-24 09:50:00,376746,3,4.5
2024-02-24 10:30:00,376749,3,4.5
2024-02-24 11:10:00,376751,2,3
2024-02-24 11:50:00,376753,2,3
2024-02-24 12:30:00,376756,3,4.5
2024-02-24 13:10:00,376757,1,1.5
2024-02-24 13:50:00,376760,3,4.5
2024-02-24 14:30:00,376763,3,4.5
2024-02-24 15:10:00,376765,2,3
2024-02-24 15:50:00,376768,3,4.5
2024-02-24 16:30:00,376770,2,3
2024-02-24 17:10:00,376773,3,4.5
2024-02-24 17:50:00,376776,3,4.5
2024-02-24 18:30:00,376778,2,3
2024-02-24 19:10:00,376780,2,3
2024-02-24 19:50:00,376783,3,4.5
2024-02-24 20:30:00,376785,2,3
2024-02-24 21:10:00,376788,3,4.5
2024-02-24 21:50:00,376791,3,4.5
2024-02-24 22:30:00,376793,2,3
2024-02-24 23:10:00,376795,2,3
2024-02-24 23:50:00,376798,3,4.5
2024-02-25 00:30:00,376801,3,4.5
2024-02-25 01:10:00,376806,5,7.5
2024-02-25 01:50:00,376811,5,7.5
2024-02-25 02:30:00,376816,5,7.5
2024-02-25 03:10:00,376819,3,4.5
2024-02-25 03:50:00,376823,4,6
2024-02-25 04:30:00,376826,3,4.5
2024-02-25 05:10:00,376828,2,3
2024-02-25 05:50:00,376831,3,4.5
2024-02-25 06:30:00,376833,2,3
2024-02-25 07:10:00,376835,2,3
2024-02-25 07:50:00,376841,6,9
2024-02-25 08:30:00,376846,5,7.5
2024-02-25 09:10:00,376849,3,4.5
2024-02-25 09:50:00,376854,5,7.5
2024-02-25 10:30:00,376859,5,7.5
2024-02-25 11:10:00,376862,3,4.5
2024-02-25 11:50:00,376867,5,7.5
2024-02-25 12:30:00,376872,5,7.5
2024-02-25 13:10:00,376875,3,4.5
2024-02-25 13:50:00,376880,5,7.5
2024-02-25 14:30:00,376884,4,6
2024-02-25 15:10:00,376888,4,6
2024-02-25 15:50:00,376892,4,6
2024-02-25 16:30:00,376895,3,4.5
2024-02-25 17:10:00,376900,5,7.5
2024-02-25 17:50:00,376905,5,7.5
2024-02-25 18:30:00,376908,3,4.5
2024-02-25 19:10:00,376912,4,6
2024-02-25 19:50:00,376915,3,4.5
2024-02-25 20:30:00,376916,1,1.5
2024-02-25 21:10:00,376919,3,4.5
2024-02-25 21:50:00,376922,3,4.5
2024-02-25 22:30:00,376923,1,1.5
2024-02-25 23:10:00,376926,3,4.5
2024-02-25 23:50:00,376928,2,3
2024-02-26 00:30:00,376931,3,4.5
2024-02-26 01:10:00,376938,7,10.5
2024-02-26 01:50:00,376946,8,12
2024-02-26 02:30:00,376953,7,10.5
2024-02-26 03:10:00,376955,2,3
2024-02-26 03:50:00,376958,3,4.5
2024-02-26 04:30:00,376960,2,3
2024-02-26 05:10:00,376962,2,3
2024-02-26 05:50:00,376965,3,4.5
2024-02-26 06:30:00,376968,3,4.5
2024-02-26 07:10:00,376971,3,4.5
2024-02-26 07:50:00,376977,6,9
2024-02-26 08:30:00,376984,7,10.5
2024-02-26 09:10:00,376990,6,9
2024-02-26 09:50:00,376997,7,10.5
2024-02-26 10:30:00,377006,9,13.5
2024-02-26 11:10:00,377013,7,10.5
2024-02-26 11:50:00,377025,12,18
2024-02-26 12:30:00,377038,13,19.5
2024-02-26 13:10:00,377045,7,10.5
2024-02-26 13:50:00,377056,11,16.5
2024-02-26 14:30:00,377067,11,16.5
2024-02-26 15:10:00,377075,8,12
2024-02-26 15:50:00,377088,13,19.5
2024-02-26 16:30:00,377099,11,16.5
2024-02-26 17:10:00,377108,9,13.5
2024-02-26 17:50:00,377120,12,18
2024-02-26 18:30:00,377127,7,10.5
2024-02-26 19:10:00,377137,10,15
2024-02-26 19:50:00,377147,10,15
2024-02-26 20:30:00,377153,6,9
2024-02-26 21:10:00,377159,6,9
2024-02-26 21:50:00,377162,3,4.5
2024-02-26 22:30:00,377164,2,3
2024-02-26 23:10:00,377168,4,6
2024-02-26 23:50:00,377171,3,4.5
2024-02-27 00:30:00,377175,4,6
2024-02-27 01:10:00,377183,8,12
2024-02-27 01:50:00,377190,7,10.5
2024-02-27 02:30:00,377196,6,9
2024-02-27 03:10:00,377199,3,4.5
2024-02-27 03:50:00,377203,4,6
2024-02-27 04:30:00,377207,4,6
2024-02-27 05:10:00,377209,2,3
2024-02-27 05:50:00,377213,4,6
2024-02-27 06:30:00,377218,5,7.5
2024-02-27 07:10:00,377222,4,6
2024-02-27 07:50:00,377229,7,10.5
2024-02-27 08:30:00,377239,10,15
2024-02-27 09:10:00,377246,7,10.5
2024-02-27 09:50:00,377260,14,21
2024-02-27 10:30:00,377274,14,21
2024-02-27 11:10:00,377284,10,15
2024-02-27 11:50:00,377300,16,24
2024-02-27 12:30:00,377314,14,21
2024-02-27 13:10:00,377321,7,10.5
2024-02-27 13:50:00,377332,11,16.5
2024-02-27 14:30:00,377345,13,19.5
2024-02-27 15:10:00,377354,9,13.5
2024-02-27 15:50:00,377367,13,19.5
2024-02-27 16:30:00,377380,13,19.5
2024-02-27 17:10:00,377390,10,15
2024-02-27 17:50:00,377405,15,22.5
2024-02-27 18:30:00,377414,9,13.5
2024-02-27 19:10:00,377425,11,16.5
2024-02-27 19:50:00,377435,10,15
2024-02-27 20:30:00,377440,5,7.5
2024-02-27 21:10:00,377446,6,9
2024-02-27 21:50:00,377449,3,4.5
2024-02-27 22:30:00,377451,2,3
2024-02-27 23:10:00,377454,3,4.5
2024-02-27 23:50:00,377456,2,3
2024-02-28 00:30:00,377459,3,4.5
2024-02-28 01:10:00,377466,7,10.5
2024-02-28 01:50:00,377474,8,12
2024-02-28 02:30:00,377478,4,6
2024-02-28 03:10:00,377481,3,4.5
2024-02-28 03:50:00,377486,5,7.5
2024-02-28 04:30:00,377488,2,3
2024-02-28 05:10:00,377490,2,3
2024-02-28 05:50:00,377493,3,4.5
2024-02-28 06:30:00,377497,4,6
2024-02-28 07:10:00,377500,3,4.5
2024-02-28 07:50:00,377506,6,9
2024-02-28 08:30:00,377514,8,12
2024-02-28 09:10:00,377519,5,7.5
2024-02-28 09:50:00,377527,8,12
2024-02-28 10:30:00,377536,9,13.5
2024-02-28 11:10:00,377544,8,12
2024-02-28 11:50:00,377555,11,16.5
2024-02-28 12:30:00,377566,11,16.5
2024-02-28 13:10:00,377571,5,7.5
2024-02-28 13:50:00,377579,8,12
2024-02-28 14:30:00,377589,10,15
2024-02-28 15:10:00,377595,6,9
2024-02-28 15:50:00,377605,10,15
2024-02-28 16:30:00,377616,11,16.5
2024-02-28 17:10:00,377624,8,12
2024-02-28 17:50:00,377635,11,16.5
2024-02-28 18:30:00,377642,7,10.5
2024-02-28 19:10:00,377650,8,12
2024-02-28 19:50:00,377657,7,10.5
2024-02-28 20:30:00,377661,4,6
2024-02-28 21:10:00,377665,4,6
2024-02-28 21:50:00,377667,2,3
2024-02-28 22:30:00,377669,2,3
2024-02-28 23:10:00,377671,2,3
2024-02-28 23:50:00,377674,3,4.5
2024-02-29 00:30:00,377677,3,4.5
2024-02-29 01:10:00,377684,7,10.5
2024-02-29 01:50:00,377690,6,9
2024-02-29 02:30:00,377694,4,6
2024-02-29 03:10:00,377696,2,3
2024-02-29 03:50:00,377699,3,4.5
2024-02-29 04:30:00,377702,3,4.5
2024-02-29 05:10:00,377703,1,1.5
2024-02-29 05:50:00,377706,3,4.5
2024-02-29 06:30:00,377710,4,6
2024-02-29 07:10:00,377713,3,4.5
2024-02-29 07:50:00,377719,6,9
2024-02-29 08:30:00,377728,9,13.5
2024-02-29 09:10:00,377734,6,9
2024-02-29 09:50:00,377745,11,16.5
2024-02-29 10:30:00,377757,12,18
2024-02-29 11:10:00,377765,8,12
2024-02-29 11:50:00,377776,11,16.5
2024-02-29 12:30:00,377788,12,18
2024-02-29 13:10:00,377795,7,10.5
2024-02-29 13:50:00,377804,9,13.5
2024-02-29 14:30:00,377814,10,15
2024-02-29 15:10:00,377822,8,12
2024-02-29 15:50:00,377835,13,19.5
2024-02-29 16:30:00,377846,11,16.5
2024-02-29 17:10:00,377854,8,12
2024-02-29 17:50:00,377866,12,18
2024-02-29 18:30:00,377873,7,10.5
2024-02-29 19:10:00,377883,10,15
2024-02-29 19:50:00,377893,10,15
2024-02-29 20:30:00,377899,6,9
2024-02-29 21:10:00,377905,6,9
2024-02-29 21:50:00,377908,3,4.5
2024-02-29 22:30:00,377910,2,3
2024-02-29 23:10:00,377913,3,4.5
2024-02-29 23:50:00,377915,2,3
2024-03-01 00:30:00,377918,3,4.5
2024-03-01 01:10:00,377925,7,10.5
2024-03-01 01:50:00,377931,6,9
2024-03-01 02:30:00,377937,6,9
2024-03-01 03:10:00,377940,3,4.5
2024-03-01 03:50:00,377944,4,6
2024-03-01 04:30:00,377947,3,4.5
2024-03-01 05:10:00,377950,3,4.5
2024-03-01 05:50:00,377955,5,7.5
2024-03-01 06:30:00,377960,5,7.5
2024-03-01 07:10:00,377963,3,4.5
2024-03-01 07:50:00,377969,6,9
2024-03-01 08:30:00,377978,9,13.5
2024-03-01 09:10:00,377985,7,10.5
2024-03-01 09:50:00,377996,11,16.5
2024-03-01 10:30:00,378007,11,16.5
2024-03-01 11:10:00,378016,9,13.5
2024-03-01 11:50:00,378028,12,18
2024-03-01 12:30:00,378041,13,19.5
2024-03-01 13:10:00,378048,7,10.5
2024-03-01 13:50:00,378056,8,12
2024-03-01 14:30:00,378066,10,15
2024-03-01 15:10:00,378072,6,9
2024-03-01 15:50:00,378083,11,16.5
2024-03-01 16:30:00,378094,11,16.5
2024-03-01 17:10:00,378100,6,9
2024-03-01 17:50:00,378110,10,15
2024-03-01 18:30:00,378116,6,9
2024-03-01 19:10:00,378123,7,10.5
2024-03-01 19:50:00,378131,8,12
2024-03-01 20:30:00,378134,3,4.5
2024-03-01 21:10:00,378138,4,6
2024-03-01 21:50:00,378140,2,3
2024-03-01 22:30:00,378142,2,3
2024-03-01 23:10:00,378144,2,3
2024-03-01 23:50:00,378146,2,3
2024-03-02 00:30:00,378149,3,4.5
2024-03-02 01:10:00,378153,4,6
2024-03-02 01:50:00,378158,5,7.5
2024-03-02 02:30:00,378162,4,6
2024-03-02 03:10:00,378165,3,4.5
2024-03-02 03:50:00,378170,5,7.5
2024-03-02 04:30:00,378175,5,7.5
2024-03-02 05:10:00,378179,4,6
2024-03-02 05:50:00,378183,4,6
2024-03-02 06:30:00,378187,4,6
2024-03-02 07:10:00,378189,2,3
2024-03-02 07:50:00,378191,2,3
2024-03-02 08:30:00,378193,2,3
2024-03-02 09:10:00,378195,2,3
2024-03-02 09:50:00,378198,3,4.5
2024-03-02 10:30:00,378204,6,9
2024-03-02 11:10:00,378207,3,4.5
2024-03-02 11:50:00,378213,6,9
2024-03-02 12:30:00,378218,5,7.5
2024-03-02 13:10:00,378222,4,6
2024-03-02 13:50:00,378228,6,9
2024-03-02 14:30:00,378233,5,7.5
2024-03-02 15:10:00,378237,4,6
2024-03-02 15:50:00,378242,5,7.5
2024-03-02 16:30:00,378249,7,10.5
2024-03-02 17:10:00,378254,5,7.5
2024-03-02 17:50:00,378260,6,9
2024-03-02 18:30:00,378262,2,3
2024-03-02 19:10:00,378265,3,4.5
2024-03-02 19:50:00,378268,3,4.5
2024-03-02 20:30:00,378269,1,1.5
2024-03-02 21:10:00,378272,3,4.5
2024-03-02 21:50:00,378274,2,3
2024-03-02 22:30:00,378276,2,3
2024-03-02 23:10:00,378279,3,4.5
2024-03-02 23:50:00,378282,3,4.5
2024-03-03 00:30:00,378284,2,3
2024-03-03 01:10:00,378289,5,7.5
2024-03-03 01:50:00,378296,7,10.5
2024-03-03 02:30:00,378302,6,9
2024-03-03 03:10:00,378306,4,6
2024-03-03 03:50:00,378311,5,7.5
2024-03-03 04:30:00,378315,4,6
2024-03-03 05:10:00,378319,4,6
2024-03-03 05:50:00,378322,3,4.5
2024-03-03 06:30:00,378325,3,4.5
2024-03-03 07:10:00,378327,2,3
2024-03-03 07:50:00,378329,2,3
2024-03-03 08:30:00,378332,3,4.5
2024-03-03 09:10:00,378333,1,1.5
2024-03-03 09:50:00,378336,3,4.5
2024-03-03 10:30:00,378342,6,9
2024-03-03 11:10:00,378346,4,6
